Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
FEMA05;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.25703, 6.10691;Y
FEPO00;Ferney, Poterie;FERNEY-VOLTAIRE;FR;1401736;46.252071, 6.116797;Y
FERO01;Ferney-Ouest;FERNEY-VOLTAIRE;FR;;46.250019, 6.10232;N
FESA00;Ferme Sarasin;LE GRAND-SACONNEX;CH;8592942;46.23288, 6.122371;N
FEUL01;Feuillat;BARDONNEX;CH;8592642;46.148621, 6.112224;Y
FEUL98;Feuillat;BARDONNEX;CH;8592642;46.151848, 6.110014;N
FICE01;Findrol;CONTAMINE SUR ARVE;FR;1400023;46.148247, 6.32036;N
FJAC00;François-Jacquier;THÔNEX;CH;;46.19334, 6.200175;N
FJAC02;François-Jacquier;THÔNEX;CH;;46.19339, 6.199695;N
FLLH01;Flies, Le Haut;CROZET;FR;1402495;46.277836, 6.03148;Y
FLRI00;Florissant;GENÈVE;CH;8592824;46.197258, 6.153821;Y
FLRI01;Florissant;GENÈVE;CH;8592824;46.196693, 6.153808;Y
FNEX00;Founex-Village;VAUD;CH;8588667;46.333061, 6.192771;N
FOAN00;Anières-Foyer;ANIÈRES;CH;8592761;46.271824, 6.232938;Y
FOSA00;Fossard;THÔNEX;CH;8593111;46.18494, 6.192581;Y
FOUR00;Fourches;CHÊNE-BOUGERIES;CH;8592695;46.20451, 6.191175;N
FOUR01;Fourches;CHÊNE-BOUGERIES;CH;8592695;46.204117, 6.190341;N
FOUR99;Fourches;CHÊNE-BOUGERIES;CH;8592695;46.204021, 6.191121;Y
FRBO00;Framboisiers;CRANVES-SALES;FR;8595902;46.182705, 6.29541;N
FRBU01;François Buloz;SAINT-JULIEN-EN-GENEVOIS;FR;;;N
FRDI00;Fraidieu;COLOGNY;CH;8592745;46.221027, 6.188036;Y
FRET02;Fret;LE GRAND-SACONNEX;CH;8592943;46.237232, 6.116292;N
FRIS00;Florissant;ANNEMASSE;FR;8595783;46.196533, 6.241522;N
FRIS01;Florissant;ANNEMASSE;FR;8595783;46.196407, 6.241602;N
FRMZ01;Faramaz;VULBENS;FR;1402483;46.102245, 5.942313;N
FRRE01;Bois-des-Frères;VERNIER;CH;8593144;46.212002, 6.106054;Y
FRRE03;Bois-des-Frères;VERNIER;CH;8593144;46.212116, 6.105208;Y
FRTE00;Fraternité;AMBILLY;FR;8596017;46.199265, 6.230539;N
FTAI98;Foretaille;PREGNY-CHAMBÉSY;CH;8593075;46.243484, 6.135481;N
FTHO00;Franck-Thomas;GENÈVE;CH;;46.203308, 6.177011;N
FTI00;FTI;MEYRIN;CH;8595026;46.227421, 6.066239;N
FVDO00;Ferney-Douane;FERNEY-VOLTAIRE;FR;1401736;46.251064, 6.118044;N
FVDO01;Ferney-Douane;FERNEY-VOLTAIRE;FR;1401736;46.25211, 6.116757;N
GACHST;Gare de Chêne-Bourg Stationnement;CHÊNE-BOURG;CH;8592708;46.195797, 6.195183;Y
GAEG00;Gaillard Église;GAILLARD;FR;8595786;46.185028, 6.206517;N
GAEG01;Gaillard Église;GAILLARD;FR;8595786;46.185036, 6.206724;N
GAEG03;Gaillard Église;GAILLARD;FR;8595786;46.184914, 6.206676;N
GAEV00;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200512, 6.16556;Y
GAEV01;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8592829;46.200844, 6.166265;N
GAEV98;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200115, 6.164114;N
GAEV99;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.198601, 6.163195;N
GAIU01;La Gabiule;COLLONGE-BELLERIVE;CH;8592726;46.259926, 6.212358;Y
GALI99;Gaillard-Libération;GAILLARD;FR;1400015;46.191666, 6.211817;N
GAMA01;Gaillard-Mairie;GAILLARD;FR;8595787;46.184288, 6.209591;N
GATI01;Gare Routière;VILLE-LA-GRAND;FR;8595790;46.199669, 6.239848;N
GAUL00;Général De Gaulle;ANNEMASSE;FR;8595791;46.183769, 6.246737;N
GAUL01;Général De Gaulle;ANNEMASSE;FR;8595791;46.183678, 6.246429;N
GAUT99;Gautier;GENÈVE;CH;8592830;46.214191, 6.152129;N
GAVA00;Gavard;CAROUGE;CH;8592667;46.18494, 6.135484;Y
GAVE01;Gare de Vernier;GENÈVE;CH;;46.221027, 6.093403;N
GAZO01;Genève, Gazomètres;GENÈVE;CH;8511711;46.201286, 6.133305;N
GCAN00;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199558, 6.174886;Y
GCAN01;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199684, 6.174417;Y
GCAN98;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.200016, 6.172322;N
GCHG98;Genève-Champel-Gare;GENÈVE;CH;8592886;46.192211, 6.153139;N
GCHN03;Gros-Chêne;ONEX;CH;8593035;46.190231, 6.10327;Y
GCHP01;Genève-Champel-Gare/Peschier;GENÈVE;CH;8592878;46.194141, 6.153104;Y
GCMP00;Grand-Champ;VERNIER;CH;8593159;46.202698, 6.101319;Y
GDHA01;Grand-Hangar;MEYRIN;CH;8593012;46.224396, 6.09984;Y
GDLA00;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.18182, 6.12069;Y
GDLA99;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.181892, 6.120804;N
GDON02;Grand-Donzel (Projet L.49);VEYRIER;CH;8593198;46.171299, 6.163913;N
GDPR00;Grand-Pré;THOIRY;FR;;46.237186, 6.012171;N
GEBE00;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.25705, 6.152903;Y
GEBE01;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.256927, 6.15345;Y
GEBE97;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.258377, 6.156056;N
GENT01;Bois-Gentil;GENÈVE;CH;8592790;46.197433, 6.161162;N
GETE00;De-Ternier;LANCY;CH;8592976;46.193562, 6.107192;Y
GETE01;De-Ternier;LANCY;CH;8592976;46.193752, 6.107925;Y
GEVB01;Genève-Eaux-Vives-Gare/Bloch;GENÈVE;CH;8592865;46.203007, 6.166267;Y
GFAQ00;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198231, 6.185942;Y
GGAR00;Gland-Gare;VAUD;CH;8570030;46.419941, 6.268622;N
GILB01;Gilbert;MEYRIN;CH;;46.227768, 6.076059;N
GIOL99;Gardiol;LE GRAND-SACONNEX;CH;8592944;46.227821, 6.121332;N
GIRA00;Joseph-Girard;CAROUGE;CH;;;N
GLAI00;Galaise;PLAN-LES-OUATES;CH;8593059;46.163677, 6.10607;Y
GLAI01;Galaise;PLAN-LES-OUATES;CH;8593059;46.163605, 6.106525;Y
GLOU00;Galeries du Loup;ONEX;CH;8593033;46.185188, 6.101152;Y
GMAR02;Gaillard Marché;GAILLARD;FR;8595368;46.191929, 6.208429;N
GMAR04;Gaillard Marché;GAILLARD;FR;8595368;46.191914, 6.209561;N
GOS01;Gos;GENÈVE;CH;8592776;46.188126, 6.154282;Y
GOTT00;La Gottalaz;VALLEIRY;FR;;;N
GOUL00;Goulart;GENÈVE;CH;8592831;46.207642, 6.141499;Y
GOUL99;Goulart;GENÈVE;CH;8592831;46.207882, 6.141884;N
GPRE97;Grand-Pré;GENÈVE;CH;8592832;46.216167, 6.130348;N
GPRE98;Grand-Pré;GENÈVE;CH;8592832;46.216053, 6.130569;N
GRAN00;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198837, 6.180603;Y
GRAN01;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198921, 6.18007;Y
GRAV01;Gravière;ANIÈRES;CH;8592625;46.288998, 6.237113;N
GRCA00;Grand-Cara;PRESINGE;CH;8593081;46.212296, 6.25179;Y
GRDL01;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.20594, 6.180854;N
GRDL03;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.206078, 6.179399;N
GRDL05;Gradelle-EB;COLOGNY;CH;8587384;46.205151, 6.180836;N
GRDL06;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.204918, 6.180359;Y
GRDL99;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.20578, 6.177762;N
GRES01;Grésy;PUPLINGE;CH;8593085;46.208241, 6.230211;Y
GRES99;Grésy;PUPLINGE;CH;8593085;46.208767, 6.226558;N
GRPU05;Grand-Puits;MEYRIN;CH;8596095;46.225754, 6.073073;N
GRPV00;Gare routière de Prevessin;PRÉVESSIN-MOËNS;FR;;46.25705, 6.05971;N
GRVI04;Meyrin-Gravière;MEYRIN;CH;8594961;46.237068, 6.081804;Y
GRVI91;Meyrin-Gravière;MEYRIN;CH;8594961;46.236683, 6.081892;N
GSAC03;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233013, 6.123483;N
GSAC04;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233063, 6.123559;N
GSACST;Grand-Saconnex, Stationnement;LE GRAND-SACONNEX;CH;;46.240059, 6.123215;N
GSDN00;Grand-Saconnex-Douane;LE GRAND-SACONNEX;CH;1401856;46.248356, 6.121141;N
GSDN01;Grand-Saconnex-Douane;LE GRAND-SACONNEX;CH;1401856;46.24831, 6.121064;N
GSDN03;Grand-Saconnex-Douane;FERNEY-VOLTAIRE;FR;1401856;46.249187, 6.120005;N
GSMA00;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236217, 6.126323;Y
GSMA01;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236134, 6.126117;Y
GSMA02;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.235939, 6.127223;Y
GSMA96;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.23362, 6.125308;N
GSMA97;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236473, 6.126284;N
GSMA98;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.2365, 6.126502;N
GSON00;Graveson;THÔNEX;CH;8593112;46.193268, 6.200631;Y
GSON11;Graveson;THÔNEX;CH;8593112;46.19315, 6.20087;N
GSON99;Graveson;THÔNEX;CH;8593112;46.193783, 6.199297;N
GSTP00;Grand-Saconnex-Temple;LE GRAND-SACONNEX;CH;8508099;46.234455, 6.127596;N
GTCH00;Genthod-Chênes;GENTHOD;CH;8510220;46.264824, 6.14862;Y
GTGA01;Genthod-Gare;GENTHOD;CH;8587065;46.256996, 6.152995;N
GUYE01;Guye;GENÈVE;CH;8592835;46.208866, 6.123548;Y
GVRI02;Genévrière;ONEX;CH;8593034;46.179855, 6.109185;Y
GXGC00;Gex-Charpak;GEX;FR;1401755;46.335541, 6.06711;Y
GXGC01;Gex-Charpak;GEX;FR;1401755;46.335869, 6.067595;Y
GXPO01;Gex-Centre;GEX;FR;1400719;46.33194, 6.059408;Y
GYBP00;Gy, Beaupré;GY;CH;;46.256821, 6.251178;N
GYPO99;Gy-Poste;GY;CH;8592956;46.252373, 6.253941;N
H_A01;test h_a01;GENÈVE;CH;;;N
H_B01;test h_b01;GENÈVE;CH;;;N
H_B02;test h_b02;GENÈVE;CH;;;N
H_E01;test h_e01;GENÈVE;CH;;;N
H_F01;test h_f01;GENÈVE;CH;;;N
H_F02;test h_f02;GENÈVE;CH;;;N
H_G02;test h_g02;GENÈVE;CH;;;N
H_H01;test h_h01;GENÈVE;CH;;;N
HARD01;Ch. des Blanchards;BERNEX;CH;8592651;;N
HBOD00;Henry Bordeaux;VETRAZ-MONTHOUX;FR;8595794;46.18623, 6.251334;N
